Fahrgast_ID,Spawnzeit,Einsteigzeit,Austeigezeit,Wartezeit,Startetage,Zieletage,Nimmt_Treppenhaus
254,2548.902403822502,2568.902403822502,2578.902403822502,20.0,0,1,False
248,2503.950198572269,2530.9183567808604,2585.9183567808604,26.968158208591376,0,7,False
250,2523.567237588349,2530.9183567808604,2585.9183567808604,7.351119192511305,0,7,False
252,2528.1879480141724,2530.9183567808604,2585.9183567808604,2.730408766688015,0,7,False
253,2530.554509951612,2530.9183567808604,2585.9183567808604,0.3638468292483594,0,7,False
249,2522.4065274114646,2530.9183567808604,2600.9183567808604,8.511829369395855,0,9,False
255,2552.7884948526116,2568.902403822502,2603.902403822502,16.113908969890417,0,5,False
256,2559.4126175421397,2568.902403822502,2618.902403822502,9.489786280362296,0,7,False
257,2577.036688056465,2582.036688056465,2627.036688056465,5.0,0,8,False
265,2642.735804923727,2650.9183567808604,2665.9183567808604,8.182551857133603,0,2,False
266,2645.104306860303,2650.9183567808604,2675.9183567808604,5.814049920557409,0,3,False
258,2594.034797460193,2650.9183567808604,2690.9183567808604,56.883559320667246,0,5,False
267,2668.598035071463,2673.598035071463,2693.598035071463,5.0,0,3,False
260,2611.434649698796,2650.9183567808604,2705.9183567808604,39.483707082064484,0,7,False
261,2615.2901963730956,2650.9183567808604,2705.9183567808604,35.62816040776488,0,7,False
264,2619.5623406292893,2650.9183567808604,2705.9183567808604,31.35601615157111,0,7,False
268,2672.4414165267444,2673.598035071463,2708.598035071463,1.15661854471864,0,5,False
259,2595.336038114696,2650.9183567808604,2715.9183567808604,55.58231866616461,0,8,False
262,2616.5949314959953,2650.9183567808604,2715.9183567808604,34.32342528486515,0,8,False
263,2618.5623406292893,2650.9183567808604,2725.9183567808604,32.35601615157111,0,9,False
269,2684.7296947897607,2694.7296947897607,2729.7296947897607,10.0,0,6,False
271,2734.8958034542757,2738.598035071463,2773.598035071463,3.702231617187408,0,6,False
270,2705.007724004651,2738.598035071463,2788.598035071463,33.590311066811864,0,8,False
277,2775.612478395246,2780.612478395246,2795.612478395246,5.0,0,2,False
272,2743.5546430089416,2768.5546430089416,2798.5546430089416,25.0,0,5,False
273,2745.518609816116,2768.5546430089416,2798.5546430089416,23.03603319282547,0,5,False
276,2765.6342538062167,2768.5546430089416,2808.5546430089416,2.920389202724891,0,6,False
